provincia,anio_mes,linaje,cantidad,latitud,longitud
Tungurahua,2022-02-01,Ba.1.1.11,2,-1.263528,-78.566085
Tungurahua,2022-02-01,Ba.1.18,1,-1.263528,-78.566085
Tungurahua,2022-02-01,Unassigned,1,-1.263528,-78.566085
Tungurahua,2022-04-01,Ba.1.1,3,-1.263528,-78.566085
Tungurahua,2022-04-01,Ba.1.1.16,2,-1.263528,-78.566085
Tungurahua,2022-04-01,Ba.1,1,-1.263528,-78.566085
Tungurahua,2022-04-01,Ba.1.15.2,1,-1.263528,-78.566085
Tungurahua,2022-04-01,Ba.2.12.1,1,-1.263528,-78.566085
Tungurahua,2022-04-01,Ba.2.3,1,-1.263528,-78.566085
Tungurahua,2022-05-01,Ba.2,5,-1.263528,-78.566085
Tungurahua,2022-05-01,Ba.1.1,3,-1.263528,-78.566085
Tungurahua,2022-05-01,Ba.2.12.1,3,-1.263528,-78.566085
Tungurahua,2022-05-01,Ba.2.23,1,-1.263528,-78.566085
Zamora Chinchipe,2020-07-01,B.1.223,1,-4.065589,-78.950352
Zamora Chinchipe,2020-07-01,B.1.308,1,-4.065589,-78.950352
Zamora Chinchipe,2020-08-01,B.1,2,-4.065589,-78.950352
